matrix,varied_axis,severity_state,P_pre_severity,P_cent1_severity,P_cent2_severity,P_post_severity,P_store_severity,metadata_complete,terminology_valid,traceability_ok,monitoring_ok,documentation_ok,semantic_compatible,G_gov,P_warm_severity,P_cold_severity,P_fix_severity,P_fixTime_severity,P_bio,RCS,score_based_grade,final_grade,grade_route,nearest_threshold,threshold_margin
solid,P_cold,1,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_fix,0,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_fix,0.05,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_fix,0.1,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_fix,0.15000000000000002,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_fix,0.2,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_fix,0.25,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_fix,0.30000000000000004,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_fix,0.35000000000000003,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_fix,0.4,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_fix,0.45,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_fix,0.5,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_fix,0.55,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_fix,0.6000000000000001,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_fix,0.65,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_fix,0.7000000000000001,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_fix,0.75,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_fix,0.8,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_fix,0.8500000000000001,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_fix,0.9,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_fix,0.9500000000000001,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_fix,1,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_fixTime,0,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_fixTime,0.05,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_fixTime,0.1,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_fixTime,0.15000000000000002,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_fixTime,0.2,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_fixTime,0.25,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_fixTime,0.30000000000000004,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_fixTime,0.35000000000000003,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_fixTime,0.4,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_fixTime,0.45,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_fixTime,0.5,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_fixTime,0.55,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_fixTime,0.6000000000000001,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_fixTime,0.65,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_fixTime,0.7000000000000001,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_fixTime,0.75,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_fixTime,0.8,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_fixTime,0.8500000000000001,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_fixTime,0.9,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_fixTime,0.9500000000000001,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_fixTime,1,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_store,0,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_store,0.05,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_store,0.1,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_store,0.15000000000000002,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_store,0.2,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_store,0.25,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_store,0.30000000000000004,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_store,0.35000000000000003,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_store,0.4,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_store,0.45,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_store,0.5,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_store,0.55,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_store,0.6000000000000001,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_store,0.65,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_store,0.7000000000000001,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_store,0.75,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_store,0.8,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_store,0.8500000000000001,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_store,0.9,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_store,0.9500000000000001,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
solid,P_store,1,NA,NA,NA,NA,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,0,100,Grade A,Grade A,Score-based certification,10,10
