specimen_id,matrix,scenario,expected_grade,metadata_complete,terminology_valid,traceability_ok,monitoring_ok,documentation_ok,semantic_compatible,P_pre_severity,P_pre_code,P_cent1_severity,P_cent1_code,P_cent2_severity,P_cent2_code,P_post_severity,P_post_code,P_store_severity,P_store_code,P_warm_severity,P_warm_code,P_cold_severity,P_cold_code,P_fix_severity,P_fix_code,P_fixTime_severity,P_fixTime_code,G_gov,P_bio,RCS,score_based_grade,final_grade,grade_route,nearest_threshold,threshold_margin
fluid_optimal_17,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.056362797547516864,P_pre_optimal,0.07345481103618408,P_cent1_optimal,0.07251263909036151,P_cent2_optimal,0.04973266906288897,P_post_optimal,0.049170352305107135,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,5.74174467175734,94.25825532824265,Grade A,Grade A,Score-based certification,10,4.25825532824266
fluid_optimal_18,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.03691748893991134,P_pre_optimal,0.026326560975943658,P_cent1_optimal,0.025294595470495354,P_cent2_optimal,0.04977406682706879,P_post_optimal,0.04210202899828374,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,3.803401099039918,96.19659890096008,Grade A,Grade A,Score-based certification,10,6.1965989009600815
fluid_optimal_19,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.02070805008313607,P_pre_optimal,0.0462038267676906,P_cent1_optimal,0.06631208101600145,P_cent2_optimal,0.07166306957245215,P_post_optimal,0.052180590033824005,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,4.715195856464099,95.2848041435359,Grade A,Grade A,Score-based certification,10,5.284804143535901
fluid_optimal_20,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.058479439357803364,P_pre_optimal,0.09182590982963429,P_cent1_optimal,0.059061782047364245,P_cent2_optimal,0.04066896871629881,P_post_optimal,0.06658688070966232,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,6.200441040719792,93.7995589592802,Grade A,Grade A,Score-based certification,10,3.7995589592802084
fluid_optimal_21,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.07824395279433385,P_pre_optimal,0.04506670919163943,P_cent1_optimal,0.055654202238206885,P_cent2_optimal,0.04854175507682001,P_post_optimal,0.04465397678718481,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,5.667045765302697,94.3329542346973,Grade A,Grade A,Score-based certification,10,4.332954234697303
fluid_optimal_22,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.061923724137604594,P_pre_optimal,0.013799182194693865,P_cent1_optimal,0.023190446688064192,P_cent2_optimal,0.032515422740004574,P_post_optimal,0.06146324331249318,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,4.483493461541609,95.51650653845839,Grade A,Grade A,Score-based certification,10,5.516506538458391
fluid_optimal_23,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.028631420955013233,P_pre_optimal,0.06351929967368408,P_cent1_optimal,0.0744964443641687,P_cent2_optimal,0.05674435902793528,P_post_optimal,0.06028777244750047,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,5.198778059143562,94.80122194085644,Grade A,Grade A,Score-based certification,10,4.801221940856438
fluid_optimal_24,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.03060736065461147,P_pre_optimal,0.033776961850805684,P_cent1_optimal,0.017776704325149384,P_cent2_optimal,0.031874737637034675,P_post_optimal,0.03200271435494656,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,3.0402049022662805,96.95979509773372,Grade A,Grade A,Score-based certification,10,6.9597950977337195
fluid_optimal_25,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.06521626403732717,P_pre_optimal,0.05560540196696537,P_cent1_optimal,0.053366670737145766,P_cent2_optimal,0.06605846918558496,P_post_optimal,0.05031814117457805,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,5.903358571071903,94.0966414289281,Grade A,Grade A,Score-based certification,10,4.096641428928097
fluid_optimal_26,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.07005600493836886,P_pre_optimal,0.06354551210381572,P_cent1_optimal,0.049780568060817265,P_cent2_optimal,0.05424490418051969,P_post_optimal,0.05152633179146123,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,5.925724888713399,94.0742751112866,Grade A,Grade A,Score-based certification,10,4.074275111286601
fluid_optimal_27,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.039222044711001686,P_pre_optimal,0.009975120745810367,P_cent1_optimal,0.01478540023146569,P_cent2_optimal,0.02268120085766373,P_post_optimal,0.019998942742398593,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,2.4277397405451024,97.5722602594549,Grade A,Grade A,Score-based certification,10,7.572260259454898
fluid_optimal_28,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.014051198300201961,P_pre_optimal,0.02160097773969259,P_cent1_optimal,0.06311698471503151,P_cent2_optimal,0.0569227233338513,P_post_optimal,0.023979563942724,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,3.114664027496889,96.88533597250311,Grade A,Grade A,Score-based certification,10,6.8853359725031105
fluid_optimal_29,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.09851418998827158,P_pre_optimal,0.06792328553288128,P_cent1_optimal,0.06991845355018911,P_cent2_optimal,0.058356036316201676,P_post_optimal,0.10837633084621444,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,8.549988515622653,91.45001148437734,Grade A,Grade A,Score-based certification,10,1.450011484377347
fluid_optimal_30,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.06434820285824654,P_pre_optimal,0.05763503865010258,P_cent1_optimal,0.03715845671119161,P_cent2_optimal,0,P_post_optimal,0.07230546831984458,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,4.974192940606965,95.02580705939303,Grade A,Grade A,Score-based certification,10,5.025807059393035
fluid_optimal_31,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.05510879058752198,P_pre_optimal,0.044754266734362176,P_cent1_optimal,0.05277099720276468,P_cent2_optimal,0.017395646235380223,P_post_optimal,0.051408297392934864,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,4.485408050199715,95.51459194980029,Grade A,Grade A,Score-based certification,10,5.514591949800285
fluid_optimal_32,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.024763806606937153,P_pre_optimal,0.07224224163903348,P_cent1_optimal,0.06056761764917081,P_cent2_optimal,0.06462769073710276,P_post_optimal,0.06326023786306433,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,5.306283760603988,94.69371623939601,Grade A,Grade A,Score-based certification,10,4.693716239396012
fluid_optimal_33,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0863966179634323,P_pre_optimal,0.05811127533265533,P_cent1_optimal,0.05620560925934495,P_cent2_optimal,0.08811498551694237,P_post_optimal,0.08468117491902591,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,7.904952844800743,92.09504715519925,Grade A,Grade A,Score-based certification,10,2.095047155199257
fluid_optimal_34,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.08791036989584494,P_pre_optimal,0.07024880843739459,P_cent1_optimal,0.08423672593894405,P_cent2_optimal,0.05610214193490176,P_post_optimal,0.08304032472900061,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,7.731461439748758,92.26853856025124,Grade A,Grade A,Score-based certification,10,2.2685385602512422
fluid_optimal_35,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.033085257543057155,P_pre_optimal,0.024189487451983318,P_cent1_optimal,0.02635009282107135,P_cent2_optimal,0.01613392793770269,P_post_optimal,0.007558088356924026,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,2.1305317339593324,97.86946826604067,Grade A,Grade A,Score-based certification,10,7.869468266040668
fluid_optimal_36,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.053437599012069084,P_pre_optimal,0.05196136051567247,P_cent1_optimal,0.07812681465622684,P_cent2_optimal,0.03021651232473004,P_post_optimal,0.05339850716552205,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,5.10310945029208,94.89689054970792,Grade A,Grade A,Score-based certification,10,4.89689054970792
fluid_optimal_37,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.036625708649567476,P_pre_optimal,0.04224468419330817,P_cent1_optimal,0.08088749530574732,P_cent2_optimal,0.052627399896885786,P_post_optimal,0.036678220103708525,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,4.510819975974549,95.48918002402544,Grade A,Grade A,Score-based certification,10,5.489180024025451
fluid_optimal_38,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.05573963758160216,P_pre_optimal,0.04495872959841926,P_cent1_optimal,0.05952476363632078,P_cent2_optimal,0.06413786400335103,P_post_optimal,0.08067591928419762,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,6.241472969959522,93.75852703004048,Grade A,Grade A,Score-based certification,10,3.7585270300404776
fluid_optimal_39,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.08813599044976607,P_pre_optimal,0.09112714692237697,P_cent1_optimal,0.06745101908274335,P_cent2_optimal,0.07353646057129933,P_post_optimal,0.11429082630118084,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,9.01349697711158,90.98650302288843,Grade A,Grade A,Score-based certification,10,0.9865030228884208
fluid_optimal_40,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0613021406233465,P_pre_optimal,0.055120894122487565,P_cent1_optimal,0.0592014555821912,P_cent2_optimal,0.051886458700956276,P_post_optimal,0.04377632513675624,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,5.390029488797652,94.60997051120235,Grade A,Grade A,Score-based certification,10,4.609970511202348
fluid_optimal_41,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.047423410716896805,P_pre_optimal,0.051516269792911865,P_cent1_optimal,0.059414614478225526,P_cent2_optimal,0.06043890203319091,P_post_optimal,0.06597251793181982,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,5.647683502142151,94.35231649785786,Grade A,Grade A,Score-based certification,10,4.352316497857849
fluid_optimal_42,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.012342455013295606,P_pre_optimal,0.04061609278849834,P_cent1_optimal,0.0385129728342659,P_cent2_optimal,0.03446862889576201,P_post_optimal,0.027858850705081237,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,2.7504886161112734,97.24951138388873,Grade A,Grade A,Score-based certification,10,7.249511383888727
fluid_optimal_43,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.044698851224703684,P_pre_optimal,0.05263689319295346,P_cent1_optimal,0.02167454490641759,P_cent2_optimal,0.042679333358677754,P_post_optimal,0.03640076816797586,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,4.110870255072539,95.88912974492746,Grade A,Grade A,Score-based certification,10,5.889129744927461
fluid_optimal_44,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.03664715321438445,P_pre_optimal,0.052488588641619344,P_cent1_optimal,0.05544206876663642,P_cent2_optimal,0.02609885654473345,P_post_optimal,0.024370305157364734,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,3.5723988735509753,96.42760112644902,Grade A,Grade A,Score-based certification,10,6.427601126449025
fluid_optimal_45,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.06865844155117502,P_pre_optimal,0.04045539387623037,P_cent1_optimal,0.059484159869057425,P_cent2_optimal,0.05860918407401714,P_post_optimal,0.028821659273658595,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,5.154150916691089,94.8458490833089,Grade A,Grade A,Score-based certification,10,4.845849083308911
fluid_optimal_46,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.05679256331202791,P_pre_optimal,0.06839858816829629,P_cent1_optimal,0.10387945293187566,P_cent2_optimal,0.059874063906570435,P_post_optimal,0.07326684538983333,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,6.797702664081281,93.20229733591871,Grade A,Grade A,Score-based certification,10,3.2022973359187192
fluid_optimal_47,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.058919887023992104,P_pre_optimal,0.047748106798464064,P_cent1_optimal,0.038932390230846645,P_cent2_optimal,0.03816990527069791,P_post_optimal,0.07318279891953473,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,5.466110193407517,94.53388980659248,Grade A,Grade A,Score-based certification,10,4.533889806592483
fluid_optimal_48,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.004570565372370012,P_pre_optimal,0.023618011868590378,P_cent1_optimal,0.034156488739302424,P_cent2_optimal,0.019470412912337955,P_post_optimal,0.010734582318289209,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,1.4907248427969697,98.50927515720304,Grade A,Grade A,Score-based certification,10,8.50927515720303
fluid_optimal_49,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.06936355049787996,P_pre_optimal,0.08412801805072795,P_cent1_optimal,0.06807279952536432,P_cent2_optimal,0.06384879373956392,P_post_optimal,0.08776476977111415,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,7.494649900020093,92.5053500999799,Grade A,Grade A,Score-based certification,10,2.505350099979907
fluid_optimal_50,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.04000506105900173,P_pre_optimal,0.02004922859132895,P_cent1_optimal,0.04659248455721331,P_cent2_optimal,0.040679506415095795,P_post_optimal,0.04864889982307797,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,3.9966277300909843,96.00337226990902,Grade A,Grade A,Score-based certification,10,6.003372269909016
fluid_optimal_51,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.06396367279843854,P_pre_optimal,0.06188319864649411,P_cent1_optimal,0.07549889845114031,P_cent2_optimal,0.040986036347542165,P_post_optimal,0.05426017498113234,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,5.778372249641123,94.22162775035888,Grade A,Grade A,Score-based certification,10,4.221627750358877
fluid_optimal_52,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.03376746178229615,P_pre_optimal,0.027481425536505857,P_cent1_optimal,0.0243941078522493,P_cent2_optimal,0.03676965867749963,P_post_optimal,0.017469563939721024,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,2.8413185870819833,97.15868141291801,Grade A,Grade A,Score-based certification,10,7.158681412918017
fluid_optimal_53,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.03924937038722709,P_pre_optimal,0.05793655141041987,P_cent1_optimal,0.028662938122872267,P_cent2_optimal,0.06354436640868864,P_post_optimal,0.0505633720489869,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,4.868130393400278,95.13186960659972,Grade A,Grade A,Score-based certification,10,5.131869606599722
fluid_optimal_54,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0212352789517594,P_pre_optimal,0.04118516467497886,P_cent1_optimal,0.03019716005081631,P_cent2_optimal,0.047374058863761004,P_post_optimal,0.029187003970166582,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,3.2339637157150127,96.766036284285,Grade A,Grade A,Score-based certification,10,6.766036284284987
fluid_optimal_55,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.029703097775021545,P_pre_optimal,0.0522053119353094,P_cent1_optimal,0.04192304241326772,P_cent2_optimal,0.03250296966308747,P_post_optimal,0.025587566907235494,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,3.3831516023556008,96.6168483976444,Grade A,Grade A,Score-based certification,10,6.616848397644399
fluid_optimal_56,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0453403047473881,P_pre_optimal,0.05676461548856461,P_cent1_optimal,0.061930626643178506,P_cent2_optimal,0.06018068037871708,P_post_optimal,0.07022005252114331,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,5.790099561784821,94.20990043821519,Grade A,Grade A,Score-based certification,10,4.209900438215179
fluid_optimal_57,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0688448574990712,P_pre_optimal,0.07652710302302007,P_cent1_optimal,0.059918364469641244,P_cent2_optimal,0.08303712358173655,P_post_optimal,0.05466751418117685,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,6.839866241178002,93.160133758822,Grade A,Grade A,Score-based certification,10,3.160133758821998
fluid_optimal_58,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.023650132336162297,P_pre_optimal,0.06789313948347026,P_cent1_optimal,0.057271791223704883,P_cent2_optimal,0.04705100532202546,P_post_optimal,0.06245285786514099,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,4.802960527643005,95.19703947235699,Grade A,Grade A,Score-based certification,10,5.197039472356995
fluid_optimal_59,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.07525520178928696,P_pre_optimal,0.033362423375120714,P_cent1_optimal,0.06666056171447707,P_cent2_optimal,0.053062233462422434,P_post_optimal,0.06512792357070218,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,6.114140779966194,93.88585922003381,Grade A,Grade A,Score-based certification,10,3.8858592200338062
fluid_optimal_60,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.03125574283249287,P_pre_optimal,0.06719935393122857,P_cent1_optimal,0.03198019417623503,P_cent2_optimal,0.057334800148979806,P_post_optimal,0.06277787477465634,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,4.98160740805157,95.01839259194843,Grade A,Grade A,Score-based certification,10,5.01839259194843
fluid_optimal_61,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.06332721906335528,P_pre_optimal,0.06532431867451431,P_cent1_optimal,0.06416944438212475,P_cent2_optimal,0.04769831425321513,P_post_optimal,0.043065351617087945,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,5.551975871331122,94.44802412866888,Grade A,Grade A,Score-based certification,10,4.448024128668878
fluid_optimal_62,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0617376708856545,P_pre_optimal,0.0457883557270522,P_cent1_optimal,0.07692589546885312,P_cent2_optimal,0.046178280785345006,P_post_optimal,0.056542583693919804,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,5.645344625218845,94.35465537478116,Grade A,Grade A,Score-based certification,10,4.354655374781155
fluid_optimal_63,fluid,optimal,Grade A,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.03916171072091472,P_pre_optimal,0.04312961472470193,P_cent1_optimal,0.0467194273436262,P_cent2_optimal,0.03733855444519508,P_post_optimal,0.051798158324452184,P_store_optimal,NA,NA,NA,NA,NA,NA,NA,NA,1,4.3307148629494385,95.66928513705057,Grade A,Grade A,Score-based certification,10,5.6692851370505615
